ID;CREDIT;GENDER;EDUCATION;MARRIAGE;AGE;PAY_1;PAY_2;DEFAULT
27623;50000;0;1;2;23;4800;9810;0
27624;80000;0;1;2;23;3500;2500;1
27625;50000;0;1;2;23;2500;3800;0
27626;50000;0;2;2;24;51400;11330;0
27627;80000;0;2;2;24;5449;2059;0
27628;20000;0;2;1;24;0;0;1
27629;70000;0;3;2;24;2342;48;0
27630;130000;0;2;2;23;0;0;0
27631;10000;0;2;2;21;0;300;1
27632;50000;0;2;1;23;1600;452;1
27633;50000;0;1;2;23;2020;0;0
27634;20000;0;2;2;22;2000;779;0
27635;80000;0;1;2;22;1182;266;0
27636;70000;0;2;1;23;2989;1081;1
27637;10000;0;2;2;22;0;400;0
27638;120000;0;2;2;23;2000;1600;0
27639;20000;0;2;2;23;1000;0;0
27640;50000;0;2;2;23;0;0;0
27641;20000;0;1;2;24;1200;2244;0
27642;40000;0;2;2;23;2000;1500;0
27643;80000;0;1;2;23;1810;1661;0
27644;20000;0;2;2;24;38;0;1
27645;130000;0;2;1;24;3000;2500;0
27646;100000;0;2;1;24;23500;12500;0
27647;120000;0;2;2;24;3013;3014;0
27648;50000;0;3;2;24;1504;1200;0
27649;190000;0;2;2;24;2083;2500;0
27650;50000;0;1;2;25;790;3696;0
27651;20000;0;3;1;54;1721;1000;0
27652;50000;0;1;2;23;0;0;0
27653;50000;0;1;2;23;1000;1500;0
27654;80000;0;2;2;22;1980;1484;1
27655;10000;0;3;2;22;0;30000;1
27656;50000;0;2;2;22;2500;820;0
27657;50000;0;2;2;22;3464;1717;1
27658;50000;0;2;2;23;1300;655;0
27659;20000;0;2;2;22;0;0;0
27660;60000;0;1;2;27;1664;2000;1
27661;50000;0;2;2;23;500;500;0
27662;50000;0;2;2;23;2220;1000;1
27663;20000;0;2;2;21;0;0;0
27664;20000;0;2;2;23;0;644;1
27665;80000;0;3;1;23;0;4100;1
27666;50000;0;3;2;24;8;3000;1
27667;120000;0;2;2;24;46884;1296;0
27668;50000;0;1;2;24;2400;250;0
27669;110000;0;1;2;24;7000;7766;1
27670;30000;0;2;2;24;2000;1000;0
27671;110000;0;2;2;23;980;35000;1
27672;20000;0;2;2;23;1000;150;0
27673;50000;0;2;2;23;1758;1666;0
27674;50000;0;1;2;24;2000;19000;1
27675;50000;0;2;2;24;2000;1261;0
27676;20000;0;2;2;22;1284;646;0
27677;200000;0;2;1;36;35000;6000;0
27678;30000;0;1;2;24;1000;96;0
27679;130000;0;3;1;23;4680;2325;0
27680;20000;0;2;2;24;1203;3178;0
27681;20000;0;1;2;23;1400;1000;0
27682;60000;0;2;1;23;4300;1000;0
27683;30000;0;1;2;24;0;0;0
27684;30000;0;2;2;22;1800;2089;1
27685;120000;0;2;2;24;4241;1700;0
27686;30000;0;2;2;24;3200;1500;0
27687;30000;0;1;2;24;1730;1010;0
27688;60000;0;2;1;24;1200;1000;1
27689;50000;0;2;2;25;2000;1000;1
27690;30000;0;2;2;25;1199;436;0
27691;270000;0;1;2;25;0;2192;0
27692;360000;0;1;2;25;4768;5000;0
27693;450000;0;3;2;26;1107;21;0
27694;50000;0;1;2;25;2185;0;0
27695;50000;0;3;2;25;1401;908;0
27696;120000;0;1;2;25;3000;4000;0
27697;40000;0;1;2;26;0;1000;1
27698;140000;0;2;1;24;2413;2431;0
27699;200000;0;2;1;25;0;0;0
27700;30000;0;2;2;25;0;0;0
27701;30000;0;2;2;25;10000;0;0
27702;30000;0;1;2;25;4400;0;1
27703;30000;0;2;1;25;0;978;0
27704;110000;0;1;2;25;1426;5660;1
27705;50000;0;1;2;24;5000;0;0
27706;130000;0;2;2;24;3519;1180;0
27707;50000;0;2;2;25;1475;1000;1
27708;150000;0;1;2;25;45000;5000;0
27709;30000;0;2;2;25;1500;2000;1
27710;50000;0;2;2;23;1017;1000;0
27711;20000;0;2;1;23;2000;1000;0
27712;230000;0;2;2;24;3000;2000;0
27713;280000;0;1;2;25;0;500;0
27714;50000;0;2;2;24;1000;0;0
27715;130000;0;2;2;23;4000;10000;0
27716;20000;0;1;2;25;0;728;0
27717;80000;0;3;1;26;2500;2500;0
27718;100000;0;1;2;24;3002;2022;0
27719;90000;0;2;2;24;0;3450;1
27720;20000;0;1;2;24;440;440;0
27721;140000;0;2;1;24;696;696;1
27722;150000;0;1;2;24;291;658;1
27723;140000;0;1;2;24;5000;0;0
27724;50000;0;2;2;24;1436;958;0
27725;30000;0;3;2;24;1008;300;0
27726;110000;0;2;2;22;0;0;0
27727;80000;0;1;2;23;652;0;0
27728;30000;0;2;1;23;2609;0;1
27729;90000;0;2;2;23;0;2522;0
27730;80000;0;2;2;25;2000;2000;0
27731;30000;0;2;2;25;1892;0;1
27732;20000;0;1;2;24;0;700;0
27733;30000;0;2;1;24;1200;247;0
27734;80000;0;1;2;24;4500;0;0
27735;90000;0;2;2;23;13280;8571;0
27736;50000;0;2;2;25;1400;1000;0
27737;20000;0;1;2;22;1585;1408;1
27738;10000;0;2;2;22;1156;342;0
27739;80000;0;3;2;23;1557;1500;0
27740;60000;0;2;2;25;12000;30000;1
27741;50000;0;1;2;25;1781;2000;0
27742;30000;0;3;2;22;1700;750;0
27743;30000;0;2;2;23;9851;0;0
27744;10000;0;1;2;24;2000;1000;0
27745;50000;0;1;2;26;0;4400;0
27746;290000;0;1;2;24;0;2700;0
27747;100000;0;1;1;24;2001;1700;0
27748;40000;0;3;1;26;1500;0;1
27749;130000;0;2;2;26;5000;3500;1
27750;100000;0;2;1;26;1115;275;0
27751;360000;0;1;2;27;0;0;0
27752;110000;0;1;2;23;2951;1600;0
27753;150000;0;2;2;23;2599;2143;0
27754;100000;0;1;2;23;11734;4901;0
27755;50000;0;1;2;23;1000;1500;1
27756;50000;0;2;2;22;0;0;0
27757;50000;0;2;1;22;2000;1000;0
27758;60000;0;2;2;23;1888;2000;1
27759;40000;0;2;2;23;4000;0;0
27760;50000;0;3;1;25;2062;2016;1
27761;80000;0;3;2;25;2700;2300;0
27762;50000;0;2;1;24;10358;1000;0
27763;10000;0;2;2;22;2000;3000;0
27764;50000;0;2;2;24;0;0;0
27765;180000;0;2;1;24;1000;2190;0
27766;80000;0;2;2;25;0;0;0
27767;50000;0;1;2;25;0;0;1
27768;50000;0;2;1;25;0;0;0
27769;30000;0;1;2;22;1991;3951;0
27770;50000;0;0;2;23;1562;26004;0
27771;80000;0;2;2;24;2784;1882;0
27772;150000;0;2;2;26;2554;2566;0
27773;120000;0;1;2;24;390;0;1
27774;80000;0;2;1;24;1032;1000;1
27775;240000;0;2;2;24;1400;3000;0
27776;30000;0;2;2;24;0;1050;0
27777;150000;0;1;2;25;10003;0;0
27778;50000;0;1;2;25;2000;2000;0
27779;50000;0;2;1;24;1500;3000;0
27780;230000;0;1;2;24;0;2000;0
27781;90000;0;2;2;24;2420;2400;0
27782;230000;0;1;2;25;264;264;0
27783;90000;0;1;2;25;1500;2000;0
27784;230000;0;2;1;25;1000;0;0
27785;230000;0;2;2;25;4114;3500;0
27786;420000;0;2;2;25;4013;3822;0
27787;50000;0;1;2;25;1800;1500;0
27788;70000;0;2;2;24;2004;15006;0
27789;200000;0;0;2;25;0;0;0
27790;30000;0;1;2;25;1486;1170;0
27791;60000;0;2;2;24;4000;2000;1
27792;230000;0;1;2;25;248;248;0
27793;100000;0;2;2;25;4000;3500;0
27794;420000;0;3;2;25;2000;1892;0
27795;100000;0;2;2;25;58801;2200;0
27796;160000;0;3;2;26;17098;4353;0
27797;260000;0;1;2;26;14614;7211;0
27798;280000;0;2;1;26;1728;2076;0
27799;70000;0;2;2;24;680;71867;0
27800;50000;0;1;2;26;1551;0;1
27801;100000;0;2;2;26;3500;1600;1
27802;100000;0;1;1;28;90907;3413;0
27803;290000;0;1;2;26;8925;11030;0
27804;180000;0;1;2;26;0;0;0
27805;300000;0;2;1;25;9700;1053;1
27806;80000;0;2;2;25;1940;1500;0
27807;90000;0;2;1;25;2033;2016;0
27808;500000;0;2;2;29;11428;10871;1
27809;40000;0;1;2;25;31319;12009;0
27810;170000;0;3;2;26;3500;3000;0
27811;30000;0;2;2;25;4894;1000;0
27812;120000;0;2;2;23;804;245;0
27813;100000;0;2;2;28;0;356;1
27814;50000;0;2;2;28;0;0;0
27815;360000;0;2;1;26;5452;41;0
27816;220000;0;1;2;26;4000;7500;0
27817;110000;0;2;2;25;1496;10000;0
27818;110000;0;1;2;26;4878;3000;0
27819;310000;0;2;2;26;6000;10000;0
27820;50000;0;2;2;27;10424;53327;0
27821;50000;0;1;2;26;0;0;0
27822;200000;0;1;2;26;2003;900;0
27823;120000;0;2;1;27;0;0;0
27824;80000;0;2;1;27;2052;625;1
27825;320000;0;2;2;27;57149;5136;0
27826;210000;0;1;2;27;10368;0;0
27827;90000;0;2;2;26;0;3300;1
27828;170000;0;1;2;26;5800;3505;0
27829;310000;0;2;2;25;8580;1787;0
27830;360000;0;2;2;26;1000;5995;0
27831;200000;0;1;2;26;2140;964;0
27832;500000;0;3;2;26;3000;811;0
27833;300000;0;2;2;26;1285;702;0
27834;130000;0;2;2;26;3358;3500;1
27835;260000;0;1;2;26;4573;4000;0
27836;100000;0;3;2;27;2700;2000;0
27837;70000;0;2;2;26;2400;2000;0
27838;100000;0;2;1;26;0;2448;1
27839;80000;0;1;2;26;0;0;0
27840;100000;0;1;2;25;2500;3000;1
27841;70000;0;1;2;24;1900;0;0
27842;170000;0;1;2;27;7400;5978;0
27843;30000;0;1;2;26;0;388;0
27844;20000;0;3;2;26;1300;1000;0
27845;180000;0;1;2;26;9676;15098;0
27846;30000;0;2;1;27;1000;1000;1
27847;80000;0;1;2;27;3624;3200;0
27848;60000;0;2;2;27;1200;0;0
27849;150000;0;1;2;26;4540;2426;0
27850;50000;0;3;2;23;1304;680;0
27851;360000;0;1;1;27;3002;61;0
27852;70000;0;3;1;26;3200;1950;0
27853;50000;0;1;2;27;3900;0;1
27854;90000;0;1;2;28;10009;10000;1
27855;60000;0;3;2;27;2500;1700;0
27856;360000;0;1;2;27;2453;2453;0
27857;70000;0;2;2;22;1446;1000;0
27858;20000;0;2;2;23;597;0;1
27859;110000;0;2;1;25;1534;800;1
27860;30000;0;2;2;25;0;0;0
27861;90000;0;3;2;25;0;0;0
27862;210000;0;2;1;25;6000;3635;0
27863;270000;0;1;2;27;8929;7265;0
27864;60000;0;1;2;27;692;0;0
27865;280000;0;2;2;24;316;10800;0
27866;50000;0;3;2;25;0;0;0
27867;70000;0;1;1;25;1565;0;0
27868;140000;0;2;2;26;94422;3100;0
27869;30000;0;3;2;26;1200;1020;1
27870;70000;0;1;2;26;2364;4876;0
27871;140000;0;1;2;27;0;0;0
27872;300000;0;0;2;30;58438;20;0
27873;80000;0;2;2;26;0;0;0
27874;340000;0;2;2;27;6157;22533;0
27875;310000;0;1;2;27;5197;4000;0
27876;110000;0;2;2;27;2100;2010;1
27877;130000;0;1;2;27;2000;1500;0
27878;280000;0;2;2;29;3126;3707;0
27879;100000;0;1;2;29;0;0;0
27880;150000;0;1;2;29;2549;2000;0
27881;130000;0;3;1;26;9000;0;0
27882;250000;0;1;1;27;2201;1215;0
27883;200000;0;1;2;28;10000;5000;0
27884;110000;0;2;2;28;3917;2730;0
27885;160000;0;2;0;27;11000;6000;0
27886;80000;0;3;1;27;3010;2025;1
27887;220000;0;1;2;27;15030;10000;0
27888;20000;0;2;2;27;500;1000;0
27889;160000;0;2;2;26;0;398;0
27890;170000;0;1;2;26;3732;4239;0
27891;360000;0;2;2;26;2502;2669;0
27892;50000;0;2;1;26;1206;0;0
27893;100000;0;1;2;27;2647;5000;0
27894;150000;0;1;2;29;6850;5664;0
27895;150000;0;2;1;29;4333;2810;0
27896;100000;0;1;2;29;2008;1950;0
27897;200000;0;1;2;29;7606;380;0
27898;300000;0;3;2;27;1032;9;0
27899;130000;0;3;2;28;1358;1039;0
27900;150000;0;2;1;28;5300;4200;0
27901;110000;0;1;2;28;1526;1100;0
27902;340000;0;3;1;28;30000;5034;0
27903;60000;0;1;2;25;2169;6000;0
27904;90000;0;3;2;23;11036;19836;0
27905;230000;0;2;1;29;4300;4700;0
27906;200000;0;1;2;29;7417;108;0
27907;310000;0;1;2;28;17337;9965;0
27908;150000;0;2;1;29;701;64758;0
27909;390000;0;2;1;29;4582;2070;0
27910;210000;0;1;2;29;0;0;1
27911;290000;0;1;2;27;15000;20000;0
27912;180000;0;2;1;26;0;2668;0
27913;140000;0;1;2;26;6032;4000;1
27914;10000;0;2;1;26;1500;0;0
27915;80000;0;1;2;27;2000;2000;0
27916;50000;0;1;2;27;0;0;1
27917;110000;0;1;2;28;5091;2026;0
27918;180000;0;1;2;29;0;0;1
27919;230000;0;3;1;27;1000;2000;0
27920;80000;0;1;2;27;1400;0;0
27921;50000;0;1;1;27;10000;0;0
27922;220000;0;1;2;28;6000;10082;0
27923;30000;0;1;2;28;1028;0;1
27924;200000;0;1;2;26;1504;0;0
27925;130000;0;2;1;26;1800;1701;0
27926;360000;0;1;2;26;0;0;0
27927;140000;0;1;2;27;2000;5000;0
27928;130000;0;1;2;27;0;0;0
27929;150000;0;1;2;28;0;0;0
27930;20000;0;2;1;28;1574;700;1
27931;130000;0;2;2;28;1183;402;0
27932;190000;0;1;2;29;1600;2000;0
27933;140000;0;1;2;25;3000;5000;1
27934;180000;0;2;2;25;7200;5018;0
27935;180000;0;1;2;28;39000;3241;0
27936;50000;0;2;2;28;3000;0;0
27937;80000;0;2;1;27;680;2862;0
27938;120000;0;2;2;27;0;0;1
27939;420000;0;2;2;28;2777;2800;0
27940;90000;0;2;1;27;2151;3486;0
27941;70000;0;1;2;27;10000;6000;0
27942;200000;0;2;2;27;60000;0;0
27943;240000;0;1;2;28;3506;0;0
27944;360000;0;1;2;28;0;1017;0
27945;180000;0;1;2;28;4000;3000;0
27946;160000;0;1;2;27;330;0;0
27947;20000;0;2;2;29;1500;3000;0
27948;30000;0;3;2;28;3160;25000;0
27949;230000;0;1;2;28;4000;5006;0
27950;240000;0;1;2;29;10000;5000;0
27951;200000;0;1;2;27;14100;0;1
27952;280000;0;2;2;28;0;0;0
27953;340000;0;2;1;29;0;51283;0
27954;50000;0;1;2;25;3017;1060;0
27955;200000;0;3;1;26;4500;4200;1
27956;140000;0;2;1;27;1580;0;0
27957;160000;0;1;2;29;1000;1401;0
27958;50000;0;1;2;26;1111;0;0
27959;20000;0;1;2;28;2500;0;1
27960;170000;0;2;1;29;0;0;0
27961;140000;0;2;2;27;390;6580;0
27962;150000;0;1;1;29;0;0;0
27963;70000;0;2;2;25;3000;3000;0
27964;50000;0;3;2;28;28400;1100;1
27965;80000;0;2;1;28;1513;47921;0
27966;360000;0;2;1;29;0;0;0
27967;360000;0;1;2;27;0;0;0
27968;130000;0;1;2;27;1000;367;0
27969;120000;0;1;2;28;470;0;0
27970;110000;0;2;2;28;4000;3400;0
27971;230000;0;2;2;28;8008;0;0
27972;110000;0;2;2;29;1000;0;1
27973;200000;0;1;2;28;25854;510;0
27974;60000;0;1;1;28;1355;1458;0
27975;310000;0;3;2;28;10000;10000;0
27976;160000;0;3;2;27;14529;1283;0
27977;180000;0;1;1;27;5852;5881;0
27978;170000;0;1;1;30;0;1861;0
27979;240000;0;1;2;29;1316;1104;0
27980;160000;0;1;2;28;0;0;0
27981;200000;0;1;2;28;6248;4112;0
27982;60000;0;3;2;28;1908;1133;0
27983;100000;0;2;1;28;3900;3000;0
27984;60000;0;1;2;28;1483;673;1
27985;50000;0;1;2;31;3995;0;0
27986;120000;0;2;2;29;4500;3700;0
27987;250000;0;1;2;30;15054;7885;0
27988;180000;0;1;1;30;840;2052;1
27989;210000;0;2;1;30;2000;1500;0
27990;360000;0;2;1;30;2000;3000;0
27991;210000;0;1;2;26;8000;8000;0
27992;110000;0;2;1;29;0;3161;0
27993;270000;0;2;2;29;147500;60000;0
27994;50000;0;1;2;29;1282;1000;0
27995;220000;0;2;1;29;3687;3660;0
27996;80000;0;2;2;30;1817;8100;0
27997;180000;0;1;2;31;0;4775;0
27998;400000;0;1;1;31;1162;325;0
27999;230000;0;2;1;30;8350;6200;0
28000;90000;0;0;2;31;0;0;0
28001;30000;0;2;1;29;0;0;1
28002;150000;0;1;2;29;4500;4048;0
28003;230000;0;1;2;29;711;711;0
28004;510000;0;1;2;30;164577;510;0
28005;20000;0;2;2;30;1000;19000;1
28006;150000;0;1;2;27;3759;7022;0
28007;110000;0;2;2;24;2000;2000;0
28008;250000;0;2;1;25;1250;700;0
28009;240000;0;1;0;29;0;0;0
28010;150000;0;1;2;28;0;0;0
28011;420000;0;2;2;29;11000;21500;0
28012;170000;0;0;2;30;1978;4700;0
28013;220000;0;1;2;28;4000;7216;0
28014;160000;0;2;2;28;5477;2276;0
28015;150000;0;2;1;28;12006;7000;0
28016;150000;0;2;2;29;0;1500;1
28017;140000;0;2;1;27;0;2226;1
28018;240000;0;2;2;27;20739;10003;0
28019;20000;0;2;2;28;5101;6;1
28020;30000;0;2;2;29;0;0;1
28021;80000;0;2;1;29;1800;1900;0
28022;400000;0;1;2;29;5023;20150;0
28023;150000;0;2;2;27;2468;2483;0
28024;180000;0;2;1;32;2367;3000;0
28025;360000;0;3;1;32;7600;6200;0
28026;160000;0;1;1;30;2702;6087;1
28027;80000;0;2;2;30;4382;1822;0
28028;240000;0;2;1;32;262;0;0
28029;50000;0;2;1;33;30042;1200;1
28030;50000;0;2;1;34;1776;2000;0
28031;50000;0;3;1;29;1530;1000;1
28032;200000;0;2;1;30;0;7637;0
28033;50000;0;1;2;29;0;3000;0
28034;140000;0;1;2;30;3500;5900;0
28035;310000;0;1;2;29;15347;793;0
28036;430000;0;3;2;30;11000;10000;0
28037;100000;0;1;2;30;4500;3000;0
28038;500000;0;1;2;29;5132;12159;0
28039;200000;0;2;2;29;5308;4587;1
28040;140000;0;1;2;29;5547;3242;0
28041;200000;0;2;1;30;3071;17557;0
28042;200000;0;1;2;28;5005;5004;0
28043;100000;0;1;2;28;0;700;0
28044;180000;0;0;1;28;3000;0;0
28045;190000;0;1;2;28;7408;5645;0
28046;50000;0;1;2;28;2146;1004;0
28047;440000;0;1;1;31;26549;0;0
28048;30000;0;2;1;30;398;1083;0
28049;180000;0;2;2;29;0;0;0
28050;150000;0;1;2;29;987;400;1
28051;390000;0;1;2;29;20000;12000;0
28052;30000;0;2;1;31;5000;5000;0
28053;10000;0;2;2;32;1200;300;1
28054;270000;0;2;2;32;2891;2689;0
28055;20000;0;2;1;32;0;0;1
28056;50000;0;2;1;34;25;2869;0
28057;60000;0;1;2;33;2000;1500;0
28058;50000;0;3;1;34;0;5000;1
28059;20000;0;3;2;40;1156;1000;0
28060;80000;0;3;1;35;4204;2790;1
28061;50000;0;2;1;47;1863;1006;0
28062;140000;0;1;1;40;0;3000;1
28063;400000;0;1;2;36;3051;5;0
28064;50000;0;3;1;44;1000;0;0
28065;80000;0;2;1;36;3000;3368;0
28066;380000;0;2;1;30;46777;4929;1
28067;230000;0;3;1;33;15037;6500;0
28068;210000;0;1;2;31;24531;1003;0
28069;100000;0;2;2;40;3300;3000;0
28070;210000;0;2;1;44;6000;5000;0
28071;140000;0;1;1;35;4500;3000;0
28072;150000;0;2;1;47;0;0;0
28073;40000;0;0;1;48;1400;0;0
28074;120000;0;3;2;26;1302;0;1
28075;50000;0;2;2;26;1461;1082;0
28076;360000;0;1;2;26;0;10560;0
28077;80000;0;3;1;42;0;0;1
28078;230000;0;1;2;46;999;1149;0
28079;50000;0;2;1;38;0;0;1
28080;150000;0;2;0;48;2000;0;0
28081;20000;0;3;1;35;2580;600;0
28082;10000;0;3;1;44;0;1000;1
28083;140000;0;1;1;41;2372;1453;0
28084;150000;0;2;1;41;6784;159;0
28085;290000;0;2;2;36;4706;0;0
28086;170000;0;2;1;36;115;505;0
28087;420000;0;3;1;39;5255;23001;0
28088;120000;0;2;2;33;593;653;0
28089;150000;0;2;1;40;40442;5049;0
28090;80000;0;1;1;45;10002;1754;0
28091;100000;0;2;1;48;5000;5000;0
28092;40000;0;3;2;41;0;0;1
28093;130000;0;3;2;46;4600;5000;0
28094;100000;0;2;2;41;4000;5000;0
28095;300000;0;3;1;46;10005;0;0
28096;150000;0;2;2;41;316;466;0
28097;50000;0;2;1;39;0;1100;1
28098;350000;0;1;1;37;34022;20000;0
28099;170000;0;2;2;45;3276;0;0
28100;220000;0;2;2;31;0;7000;1
28101;210000;0;1;2;29;200;10024;0
28102;200000;0;1;2;30;9054;0;0
28103;180000;0;1;2;30;1200;1500;1
28104;50000;0;1;1;31;2300;1100;1
28105;50000;0;2;2;35;1229;3325;0
28106;180000;0;1;1;39;13999;933;0
28107;500000;0;1;2;44;0;3808;0
28108;160000;0;2;2;45;0;0;0
28109;120000;0;1;2;37;444;888;1
28110;60000;0;2;1;39;0;0;1
28111;220000;0;0;1;35;84674;35326;0
28112;210000;0;2;1;36;1116;437;0
28113;480000;0;2;2;38;60000;100000;0
28114;140000;0;3;2;43;5000;5000;0
28115;150000;0;2;1;38;4000;3000;0
28116;110000;0;3;2;43;3000;2100;1
28117;350000;0;1;1;41;6000;8027;0
28118;150000;0;2;2;43;1229;1000;0
28119;420000;0;1;1;39;11230;10000;1
28120;80000;0;1;1;41;0;0;0
28121;180000;0;1;1;44;5128;4869;0
28122;290000;0;2;1;39;3184;390;0
28123;300000;0;1;1;37;0;0;0
28124;80000;0;2;1;41;0;1743;1
28125;230000;0;2;1;39;0;1931;0
28126;20000;0;2;1;43;1305;669;0
28127;20000;0;2;2;39;0;0;1
28128;200000;0;1;1;40;0;0;0
28129;500000;0;1;2;35;22571;14067;0
28130;10000;0;3;1;49;2155;1400;0
28131;100000;0;3;1;42;1884;1903;0
28132;250000;0;2;1;28;0;4501;0
28133;540000;0;3;2;38;736;0;0
28134;50000;0;2;1;39;1298;677;0
28135;550000;0;1;2;44;19751;29700;0
28136;200000;0;3;1;42;9323;1612;0
28137;50000;0;3;1;44;2200;176;0
28138;230000;0;3;1;36;9037;7519;0
28139;330000;0;3;1;45;1374;1072;0
28140;520000;0;1;1;37;2310;12000;0
28141;180000;0;1;2;44;0;0;0
28142;200000;0;3;1;36;8000;8000;0
28143;430000;0;0;2;44;16943;15634;0
28144;220000;0;1;1;46;10000;7200;0
28145;210000;0;2;2;41;0;0;0
28146;360000;0;2;1;47;32928;31646;0
28147;200000;0;2;1;48;74836;0;0
28148;150000;0;1;1;36;1600;1507;0
28149;170000;0;3;2;47;921;381;0
28150;50000;0;3;1;49;5400;1000;0
28151;20000;0;3;2;48;1900;0;1
28152;300000;0;1;2;32;11022;4935;0
28153;200000;0;1;1;40;0;0;0
28154;210000;0;1;1;34;3300;3000;0
28155;100000;0;1;2;42;4100;3000;0
28156;210000;0;2;1;43;1292;1000;0
28157;80000;0;2;1;32;4000;5000;0
28158;130000;0;3;1;31;21018;92610;1
28159;320000;0;2;2;35;5010;7059;0
28160;350000;0;0;1;45;13601;12136;0
28161;260000;0;1;2;29;2000;3000;0
28162;230000;0;3;2;46;20266;15120;0
28163;210000;0;1;1;44;0;0;0
28164;160000;0;3;1;41;0;2000;0
28165;210000;0;1;1;30;3100;3016;0
28166;120000;0;1;2;32;0;9310;0
28167;30000;0;1;1;32;1500;1100;1
28168;70000;0;2;1;31;2000;1000;0
28169;270000;0;2;1;31;8399;5623;0
28170;350000;0;1;2;30;263;900;0
28171;50000;0;2;2;45;0;0;1
28172;110000;0;2;1;48;4003;3806;0
28173;150000;0;2;1;44;1772;1768;0
28174;280000;0;1;2;29;0;0;1
28175;300000;0;2;1;30;5800;6000;0
28176;20000;0;2;1;32;1277;656;1
28177;50000;0;2;1;31;3000;3000;0
28178;200000;0;1;2;31;0;0;0
28179;50000;0;3;1;31;0;414;0
28180;150000;0;1;1;46;5000;5000;0
28181;200000;0;2;2;32;0;171;0
28182;100000;0;2;1;32;0;2300;0
28183;360000;0;1;2;33;6784;3041;1
28184;50000;0;2;1;33;1148;1000;0
28185;220000;0;2;1;33;7700;6300;0
28186;80000;0;1;2;33;3101;3000;1
28187;150000;0;1;1;33;5962;1524;0
28188;210000;0;1;1;34;326;326;1
28189;70000;0;2;2;34;1525;1000;0
28190;50000;0;2;1;48;2000;1000;0
28191;80000;0;3;0;43;0;2440;0
28192;110000;0;2;2;34;0;0;0
28193;170000;0;1;2;34;1000;2172;0
28194;160000;0;3;1;46;0;101170;0
28195;130000;0;3;1;49;1500;1037;0
28196;200000;0;3;1;48;37177;47376;0
28197;360000;0;2;1;40;41303;10893;0
28198;160000;0;2;1;42;3000;2000;0
28199;310000;0;2;1;42;14109;2109;0
28200;500000;0;1;1;40;2007;1651;0
28201;430000;0;1;2;36;9000;8541;1
28202;300000;0;3;2;48;769;3;1
28203;50000;0;1;2;46;596;18396;0
28204;300000;0;2;1;38;1200;4000;0
28205;300000;0;2;2;39;0;0;1
28206;20000;0;3;1;39;1500;500;1
28207;400000;0;1;2;39;0;0;1
28208;310000;0;2;1;48;110;0;0
28209;370000;0;2;2;38;3003;3000;0
28210;230000;0;2;1;36;929;4167;0
28211;300000;0;2;1;40;1000;2000;0
28212;250000;0;1;1;40;11577;0;0
28213;320000;0;1;1;41;5050;3590;0
28214;310000;0;3;1;45;12000;15000;0
28215;500000;0;1;1;39;0;544;0
28216;80000;0;3;1;37;1447;2335;0
28217;200000;0;3;2;45;1839;1862;0
28218;160000;0;3;1;38;7500;4500;0
28219;20000;0;2;2;47;4731;0;0
28220;20000;0;2;2;33;1000;1000;0
28221;30000;0;2;1;33;0;0;1
28222;500000;0;1;2;30;6487;842;0
28223;180000;0;1;2;30;0;0;0
28224;180000;0;3;2;31;3041;2178;0
28225;450000;0;1;1;33;0;0;0
28226;180000;0;2;1;33;3071;2500;0
28227;290000;0;3;1;46;37063;11566;0
28228;200000;0;2;1;37;1006;34;0
28229;200000;0;1;1;34;0;0;0
28230;400000;0;2;2;35;10071;8037;1
28231;210000;0;2;2;32;0;0;0
28232;30000;0;3;2;42;0;1100;1
28233;340000;0;2;2;39;10631;8900;0
28234;50000;0;2;1;41;1905;1500;0
28235;220000;0;3;1;43;9084;10042;0
28236;100000;0;1;1;37;0;0;1
28237;400000;0;3;1;40;0;66020;0
28238;360000;0;2;2;43;3008;3920;0
28239;30000;0;3;2;47;5780;6611;0
28240;10000;0;3;1;34;1012;2530;1
28241;330000;0;1;1;37;0;442;0
28242;110000;0;2;1;46;5000;4000;0
28243;30000;0;2;1;44;1689;1016;1
28244;110000;0;2;1;37;4109;3100;0
28245;150000;0;2;2;42;5000;6800;0
28246;80000;0;2;2;32;2383;1609;1
28247;160000;0;1;1;41;0;40100;0
28248;30000;0;2;1;32;0;710;0
28249;200000;0;1;2;33;57836;1810;0
28250;150000;0;1;1;33;863;0;0
28251;140000;0;2;1;34;0;0;0
28252;120000;0;1;1;37;1000;2994;0
28253;100000;0;3;1;48;390;2265;0
28254;50000;0;2;1;38;3300;1910;0
28255;80000;0;3;1;42;3829;4248;0
28256;140000;0;3;2;41;3000;951;0
28257;270000;0;1;1;45;9238;6000;0
28258;210000;0;3;1;36;1783;1000;0
28259;230000;0;2;1;48;1498;1301;0
28260;30000;0;2;1;43;3000;2900;0
28261;260000;0;3;1;44;5022;4447;1
28262;20000;0;2;1;42;800;950;1
28263;160000;0;2;1;34;390;390;0
28264;50000;0;2;1;43;2011;2000;0
28265;50000;0;3;1;41;3000;16087;0
28266;160000;0;1;1;38;0;696;1
28267;140000;0;3;1;44;7867;1031;0
28268;230000;0;2;1;43;1300;468;0
28269;120000;0;2;1;34;0;0;0
28270;20000;0;2;1;49;1000;1000;1
28271;90000;0;2;1;44;390;390;1
28272;130000;0;3;1;38;3000;2500;0
28273;20000;0;3;2;31;2300;558;0
28274;230000;0;1;2;31;147;0;0
28275;430000;0;2;1;42;3200;3185;0
